seqname,paper,context,classification,samplingFrame,legacy_year_approx,collection_date,genbank_collection_date_parsed,genbank_collection_year,genbank_collection_date_precision,geo_loc_name,country,genbank_location,isolation_source,id_inferred_year,id_inferred_location,id_inferred_admin1,id_inferred_admin2,id_inferred_sampling_frame,id_rule_type,id_rule_evidence,best_collection_year,best_location
KX828560,"Wild and vaccine-derived Poliovirus detection through environmentalsurveillance: Sao Paulo, Brazil, 2014",Brazil 2014 from West Africa,wild,environmental,2014-05-01,2014,,2014,year,"Brazil: Sao Paulo, Viracopos Internacional Airport",,"Brazil: Sao Paulo, Viracopos Internacional Airport",sewage,,,,,,,,2014,"Brazil: Sao Paulo, Viracopos Internacional Airport"
KU925284,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2014,,2014,year,Cameroon,,Cameroon,,2014,Cameroon,,,,country_year_case,CAE1419307,2014,Cameroon
KU925283,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2014,,2014,year,Cameroon,,Cameroon,,2014,Cameroon,,,,country_year_case,CAE1419306,2014,Cameroon
KU925282,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2014,,2014,year,Cameroon,,Cameroon,,2014,Cameroon,,,,country_year_case,CAE1419305,2014,Cameroon
KU925281,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2014,,2014,year,Cameroon,,Cameroon,,2014,Cameroon,,,,country_year_case,CAE1419304,2014,Cameroon
KU925280,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2014,,2014,year,Cameroon,,Cameroon,,2014,Cameroon,,,,country_year_case,CAE1419303,2014,Cameroon
KU925279,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2014-05-01,2013,,2013,year,Cameroon,,Cameroon,,2013,Cameroon,,,,country_year_case,CAE1319302,2013,Cameroon
KU925278,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2013-05-01,2013,,2013,year,Cameroon,,Cameroon,,2013,Cameroon,,,,country_year_case,CAE1319301,2013,Cameroon
KU925277,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2013-05-01,2013,,2013,year,Cameroon,,Cameroon,,2013,Cameroon,,,,country_year_case,CAE1319300,2013,Cameroon
KU925276,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2013-05-01,2013,,2013,year,Cameroon,,Cameroon,,2013,Cameroon,,,,country_year_case,CAE1319299,2013,Cameroon
KU925275,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2011-05-01,2011,,2011,year,Chad,,Chad,,2011,Chad,,,,country_year_case,CHA1119298,2011,Chad
KU925274,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2010-05-01,2010,,2010,year,Chad,,Chad,,2010,Chad,,,,country_year_case,CHA1019297,2010,Chad
KU925273,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2010-05-01,2010,,2010,year,Chad,,Chad,,2010,Chad,,,,country_year_case,CHA1019296,2010,Chad
KU925272,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2010-05-01,2010,,2010,year,Nigeria,,Nigeria,,2010,Niger,,,,country_year_case,NIE1019295,2010,Nigeria
KU925271,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2003-05-01,2003,,2003,year,Nigeria,,Nigeria,,2003,Niger,,,,country_year_case,NIE0319294,2003,Nigeria
KU925270,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2002-05-01,2002,,2002,year,Nigeria,,Nigeria,,2002,Niger,,,,country_year_case,NIE0219293,2002,Nigeria
KU925269,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2003,,2003,year,Chad,,Chad,,2003,Chad,,,,country_year_case,CHA0319292,2003,Chad
KU925268,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2006-05-01,2006,,2006,year,Nigeria,,Nigeria,,2006,Niger,,,,country_year_case,NIE0619291,2006,Nigeria
KU925267,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2006-05-01,2006,,2006,year,Nigeria,,Nigeria,,2006,Niger,,,,country_year_case,NIE0619290,2006,Nigeria
KU925266,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Nigeria,,Nigeria,,2004,Niger,,,,country_year_case,NIE0419289,2004,Nigeria
KU925265,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2003-05-01,2003,,2003,year,Nigeria,,Nigeria,,2003,Niger,,,,country_year_case,NIE0319288,2003,Nigeria
KU925264,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2002-05-01,2002,,2002,year,Nigeria,,Nigeria,,2002,Niger,,,,country_year_case,NIE0219287,2002,Nigeria
KU925263,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Central African Republic,,Central African Republic,,2004,Central African Republic,,,,country_year_case,CAF0419286,2004,Central African Republic
KU925262,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419285,2004,Cameroon
KU925261,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419284,2004,Cameroon
KU925260,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419283,2004,Cameroon
KU925259,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419282,2004,Cameroon
KU925258,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419281,2004,Cameroon
KU925257,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419280,2004,Cameroon
KU925256,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419279,2004,Cameroon
KU925255,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419278,2004,Cameroon
KU925254,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2003-05-01,2003,,2003,year,Cameroon,,Cameroon,,2003,Cameroon,,,,country_year_case,CAE0319277,2003,Cameroon
KU925253,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2006-05-01,2006,,2006,year,Cameroon,,Cameroon,,2006,Cameroon,,,,country_year_case,CAE0619276,2006,Cameroon
KU925252,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419275,2004,Cameroon
KU925251,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2003-05-01,2003,,2003,year,Cameroon,,Cameroon,,2003,Cameroon,,,,country_year_case,CAE0319274,2003,Cameroon
KU925250,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2005-05-01,2005,,2005,year,Cameroon,,Cameroon,,2005,Cameroon,,,,country_year_case,CAE0519273,2005,Cameroon
KU925249,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419272,2004,Cameroon
KU925248,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2002-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419271,2004,Cameroon
KU925247,Importation and outbreak of wild polioviruses from 2000 to 2014 andinterruption of transmission in Cameroon,Cameroon 2002-2014,wild,AFP,2004-05-01,2004,,2004,year,Cameroon,,Cameroon,,2004,Cameroon,,,,country_year_case,CAE0419270,2004,Cameroon
AF405657,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1991,Colombia,,,,country_year_optional_case,COL91-0896,1991,Colombia
AF405661,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,2000,Somalia,,,,country_year_case,SOM0022669,2000,Somalia
AF405660,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,2000,Egypt,,,,country_year_case,EGY0023372,2000,Egypt
AF405659,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,2000,Ethiopia,,,,country_year_case,ETH0012926,2000,Ethiopia
AF405658,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,Iraq,,,,country_year_case,IRQ9916231,1999,Iraq
AF405656,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1991,Peru,,,,country_year_optional_case,PER91-5209,1991,Peru
AF405655,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,1999,Sierra Leone,,,,country_year_case,SIL9923093,1999,Sierra Leone
AF405654,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,2000,Angola,,,,country_year_case,ANG0018044,2000,Angola
AF405653,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,Cameroon,,,,country_year_case,CAE9923175,1999,Cameroon
AF405652,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,Central African Republic,,,,country_year_case,CAF9923151,1999,Central African Republic
AF405650,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,1999,Niger,,,,country_year_case,NIE9922405,1999,Niger
AF405649,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,Ghana,,,,country_year_case,GHA9922471,1999,Ghana
AF405648,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,Niger,,,,country_year_case,NIE9922401,1999,Niger
AF405647,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,1999,Bangladesh,,,,country_year_case,BAN9923219,1999,Bangladesh
AF405646,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,1999,India,,,,country_year_case,IND9922693,1999,India
AF405645,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-07-19,,,,unknown,,,,,1999,Bangladesh,,,,country_year_case,BAN9923217,1999,Bangladesh
AF405644,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-07-19,,,,unknown,,,,,1999,India,,,,country_year_case,IND9922723,1999,India
AF405643,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-05-01,,,,unknown,,,,,1999,Chad,,,,country_year_case,CHA9923131,1999,Chad
AF405642,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-05-01,,,,unknown,,,,,2000,Sudan,,,,country_year_case,SUD0023369,2000,Sudan
AF405641,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1999-05-01,,,,unknown,,,,,2000,Pakistan,,,,country_year_case,PAK0023500,2000,Pakistan
AF405640,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-05-01,,,,unknown,,,,,2000,Afghanistan,,,,country_year_case,AFG0039487,2000,Afghanistan
AF405639,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,2000-05-01,,,,unknown,,,,,2000,Pakistan,,,,country_year_case,PAK0011145,2000,Pakistan
AF405638,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1988-05-01,,,,unknown,,,,,1988,Brazil,,,,country_year_optional_case,BRA88-9188,1988,Brazil
AF405637,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1985-05-01,,,,unknown,,,,,1985,Haiti,,,,country_year_optional_case,HAI85-5905,1985,Haiti
AF405636,Outbreak of poliomyelitis in Hispaniola associated with circulatingtype 1 vaccine-derived poliovirus,cVPDV1 hispaniola context,wild,AFP,1985-05-01,,,,unknown,,,,,1985,Dominican Republic,,,,country_year_optional_case,DOR85-6355,1985,Dominican Republic
JF313102,Poliovirus reference strains,reference strains 2000-2010,wild,AFP,2010-06-03,2009,,2009,year,Angola,,Angola,,2009,Angola,,,,country_year_case,ANG0911676,2009,Angola
JF313101,Poliovirus reference strains,reference strains 2000-2010,wild,AFP,2010-03-03,2010,,2010,year,Chad,,Chad,,2010,Chad,,,,country_year_case,CHA1011675,2010,Chad
JF313100,Poliovirus reference strains,reference strains 2000-2010,wild,AFP,2009-03-23,2009,,2009,year,Guinea,,Guinea,,2009,Guinea,,,,country_year_case,GUI0911674,2009,Guinea
JF313099,Poliovirus reference strains,reference strains 2000-2010,wild,AFP,2000-05-01,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,RDC1011673,2010,Democratic Republic of the Congo
EU046227,Identification and characterization of poliovirus type 1 (Indiagenotype) during the outbreak of poliomyelitis in Africa,DRC 2006,wild,AFP,2006-05-01,,,,unknown,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,BCG,MAT,,gpei_epid_admin_year_case,RDC-BCG-MAT-06-001,2006,Democratic Republic of the Congo
EU046226,Identification and characterization of poliovirus type 1 (Indiagenotype) during the outbreak of poliomyelitis in Africa,DRC 2006,wild,AFP,2006-05-01,,,,unknown,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,BCG,SEK,,gpei_epid_admin_year_case,RDC-BCG-SEK-06-004,2006,Democratic Republic of the Congo
EU046225,Identification and characterization of poliovirus type 1 (Indiagenotype) during the outbreak of poliomyelitis in Africa,DRC 2006,wild,AFP,2006-05-01,,,,unknown,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,BCG,BOM,,gpei_epid_admin_year_case,RDC-BCG-BOM-06-001,2006,Democratic Republic of the Congo
EU046224,Identification and characterization of poliovirus type 1 (Indiagenotype) during the outbreak of poliomyelitis in Africa,DRC 2006,wild,AFP,2006-05-01,,,,unknown,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,BDD,INO,,gpei_epid_admin_year_case,RDC-BDD-INO-06-013,2006,Democratic Republic of the Congo
